[190.  682.5],[3.1920000e+03 9.8245614e-01]
[391.34576677 761.04970806],[8.75729341e+03 9.52696912e-01]
[391.46914839 761.10082247],[8.73826935e+03 9.49537229e-01]
[391.51303206 761.11068567],[8.73169063e+03 9.48352527e-01]
[391.5269123  761.10590032],[8.72978416e+03 9.47920110e-01]
[391.5296348  761.75774412],[8.72959487e+03 9.47773604e-01]
[391.52838313 761.99632776],[8.72999994e+03 9.47734570e-01]
[391.1951586  762.07745821],[8.79406101e+03 9.54626259e-01]
[391.06841424 762.09931074],[8.81846557e+03 9.57224147e-01]
[391.02025572 762.09948011],[8.82776390e+03 9.58189816e-01]
[391.00240448 761.76181255],[8.89204519e+03 9.51973406e-01]
[390.99616434 761.29939243],[8.85548355e+03 9.56138144e-01]
[390.99432278 761.78068299],[8.84127155e+03 9.57729691e-01]
[391.32432201 761.29835373],[9.02176864e+03 9.52078756e-01]
[390.79022093 761.44322626],[9.02873178e+03 9.56420129e-01]
[390.9164901  761.49693522],[8.96646470e+03 9.51293086e-01]
[390.96574258 761.51540281],[8.94213055e+03 9.49330700e-01]
[390.98488895 762.18091612],[8.93258328e+03 9.48603051e-01]
[390.99246989 762.09979441],[8.98949809e+03 9.41934642e-01]
[391.32608962 762.06536057],[9.07543897e+03 9.46214931e-01]
[391.12207657 762.04884842],[9.04285061e+03 9.41129802e-01]
[391.04340104 762.03967616],[9.02971546e+03 9.39222189e-01]
[391.01360674 762.03368452],[9.02427434e+03 9.38543475e-01]
[391.00252365 762.35922073],[9.08255887e+03 9.32056361e-01]
[390.99858324 762.15074329],[9.04361153e+03 9.35900612e-01]
[390.99735071 762.06828596],[9.02825147e+03 9.37435882e-01]
[390.99712601 762.36575111],[8.96137192e+03 9.44417407e-01]
[390.99725936 762.47651254],[8.93591274e+03 9.47109062e-01]
[390.99750432 762.84667649],[8.98735930e+03 9.41693623e-01]
[391.3282136 762.6529847],[8.88181900e+03 9.39249413e-01]
[391.45314933 762.90647099],[9.03189453e+03 9.45546416e-01]
[391.49870967 762.9990188 ],[9.08854685e+03 9.47885503e-01]
[391.84384934 763.03054663],[9.04517875e+03 9.42038650e-01]
[391.97294789 763.03902442],[9.02819285e+03 9.39804997e-01]
[392.0186266  763.03906402],[9.02155931e+03 9.38974340e-01]
[392.03276006 763.36648875],[9.07968132e+03 9.32395699e-01]
[392.0351691  763.15788028],[9.04081957e+03 9.36195342e-01]
[392.03342337 763.07485582],[9.02571281e+03 9.37691802e-01]
[392.03039509 763.3717938 ],[9.08069801e+03 9.31995484e-01]
[391.69669185 763.4816687 ],[9.16667280e+03 9.36568153e-01]
[391.56959019 763.52042327],[9.32135134e+03 9.25976239e-01]
[391.52119877 763.20429662],[9.31819297e+03 9.28118356e-01]
[391.50319034 763.41011375],[9.25436859e+03 9.35150841e-01]
[391.82683699 764.14800954],[9.16364237e+03 9.31230777e-01]
[391.94964493 764.42322642],[9.12883681e+03 9.29741628e-01]
[391.99480928 764.52207877],[9.24665460e+03 9.42568292e-01]
[391.35292516 764.55399918],[9.41461515e+03 9.34916438e-01]
[391.43679733 764.56152561],[9.41122141e+03 9.25558305e-01]
[391.47017779 765.21770392],[9.28599644e+03 9.34200788e-01]
[391.81408298 765.4625569 ],[9.30301325e+03 9.44262920e-01]
[391.94384165 765.87897798],[9.37110226e+03 9.41773156e-01]
[391.99214972 766.68856007],[9.39630100e+03 9.40817042e-01]
[392.00916089 766.98663145],[9.40514979e+03 9.40433291e-01]
[391.68432002 767.08888419],[9.59885870e+03 9.34532385e-01]
[392.21912689 767.44678416],[9.73391259e+03 9.26372095e-01]
[392.42208024 767.57353888],[9.78396460e+03 9.23325239e-01]
[392.49688455 768.26883908],[9.80119821e+03 9.22212624e-01]
[391.86298518 768.85228413],[9.74335595e+03 9.27760106e-01]
[391.62112878 770.05217775],[9.65689286e+03 9.35983295e-01]
[391.53013939 770.82273532],[9.68593353e+03 9.33046442e-01]
[391.49703428 771.09660465],[9.69604147e+03 9.31936597e-01]
[391.48600272 771.51269762],[9.76177768e+03 9.25532168e-01]
[391.15308562 772.31244018],[9.85377852e+03 9.29558697e-01]
[391.02907964 773.257898  ],[9.88759127e+03 9.31095196e-01]
[390.98467916 773.59747418],[9.89915668e+03 9.31687479e-01]
[390.97067596 774.03582948],[1.01024990e+04 9.38702559e-01]
[390.96769565 774.84145695],[1.01784298e+04 9.41319404e-01]
[390.96904117 775.78668615],[1.02054704e+04 9.42289490e-01]
[390.6427086  776.12423677],[1.02822372e+04 9.48945046e-01]
[390.19273315 777.21952615],[1.03059666e+04 9.39171540e-01]
[390.02466323 777.94202407],[1.03771985e+04 9.29608215e-01]
[389.96570941 778.85081284],[1.02732935e+04 9.37642750e-01]
[390.27804752 779.83212437],[1.0291673e+04 9.2276541e-01]
[390.06988442 781.16507287],[1.04311260e+04 9.17769339e-01]
[389.99436677 781.64551295],[1.04827818e+04 9.15934994e-01]
[389.96909604 782.45703444],[1.05006896e+04 9.15303551e-01]
[389.63269229 783.06655823],[1.06414575e+04 9.15663868e-01]
[389.83804719 784.58548335],[1.06221044e+04 9.09753186e-01]
[389.58993944 785.13493676],[1.06840742e+04 9.13673887e-01]
[389.16976778 786.30069166],[1.09860191e+04 9.27845885e-01]
[389.01450109 787.37093895],[1.09561403e+04 9.21179049e-01]
[389.61950955 788.40429869],[1.09413109e+04 9.18594474e-01]
[388.8633611 789.7519461],[1.09388752e+04 9.29282696e-01]
[389.23850821 791.87993519],[1.08589456e+04 9.15640209e-01]
[389.38670199 792.64717196],[1.08261371e+04 9.10450612e-01]
[389.44493078 793.88688531],[1.10231351e+04 9.15139856e-01]
[389.46828882 795.30561818],[1.10172367e+04 8.99567147e-01]
[389.4788228  796.79109656],[1.12255269e+04 9.00326285e-01]
[388.82544298 798.62865893],[1.13029678e+04 9.00642033e-01]
[387.91983921 800.59999729],[1.16125006e+04 9.02003050e-01]
[387.58148293 801.30545628],[1.17283624e+04 9.02549697e-01]
[386.80243904 802.83839266],[1.20563340e+04 9.03920283e-01]
[386.5141771  804.03292204],[1.20412429e+04 9.14776434e-01]
[385.43003918 805.42602124],[1.21750503e+04 9.19468086e-01]
[384.37209196 808.53836411],[1.23617849e+04 9.10836424e-01]
[384.31034159 809.67252972],[1.25056043e+04 9.13201030e-01]
[383.97388062 811.3625016 ],[1.24914953e+04 9.30116350e-01]
[383.20440156 812.93803302],[1.25521227e+04 9.31349432e-01]
[382.26890569 814.79736112],[1.27237424e+04 9.43052344e-01]
[381.2742929  816.10485546],[1.29303117e+04 9.36807794e-01]
[380.25636299 818.84494064],[1.32327039e+04 9.40281746e-01]
[378.5803014  822.78483698],[1.38812150e+04 9.47823507e-01]
[377.6352996  824.22727052],[1.42062388e+04 9.55916611e-01]
[376.64517923 826.01807751],[1.43249271e+04 9.58958009e-01]
[375.31185185 827.94482107],[1.45972249e+04 9.55114770e-01]
[372.86954182 831.88552822],[1.51768027e+04 9.64466966e-01]
[371.96417371 833.32535664],[1.53933459e+04 9.67909117e-01]
[370.34823068 834.45385153],[1.57939593e+04 9.69409119e-01]
[369.1111004  836.77586147],[1.59395828e+04 9.69909221e-01]
[366.38879151 841.522265  ],[1.64024245e+04 9.75316866e-01]
[365.38450802 843.26167173],[1.65717371e+04 9.77294975e-01]
[362.43343539 847.77284038],[1.71369920e+04 9.88056283e-01]
[359.39785336 851.70175959],[1.76038105e+04 9.96943887e-01]
[358.27437528 853.11640026],[1.77737988e+04 1.00026181e+00]
[354.9667098 858.1469067],[1.84430779e+04 9.96482516e-01]
[353.75032053 859.65278815],[1.86019924e+04 9.99768929e-01]
[351.38857647 861.10548693],[1.85566480e+04 1.02525052e+00]
[345.65506578 867.48832719],[1.97011422e+04 1.03853141e+00]
[343.5154667  869.80681231],[2.01341165e+04 1.04348842e+00]
[341.14101113 872.8755899 ],[2.06652719e+04 1.03531073e+00]
[338.35035751 875.58134009],[2.09443010e+04 1.04603479e+00]
[335.40139141 879.78375448],[2.18094607e+04 1.03062876e+00]
[331.74366432 883.24266847],[2.21227968e+04 1.04295211e+00]
[328.1405561  887.07566778],[2.27119221e+04 1.05161579e+00]
[323.59137153 890.71848432],[2.30129898e+04 1.06837000e+00]
[319.65233811 894.94422954],[2.39203872e+04 1.06423592e+00]
[315.6331856  900.03003707],[2.43603717e+04 1.05808733e+00]
[307.02386018 908.38697979],[2.53053170e+04 1.08978994e+00]
[303.82193437 911.4662336 ],[2.56511377e+04 1.10182983e+00]
[299.46692639 916.09892809],[2.62968656e+04 1.10062608e+00]
[294.66286072 920.9961563 ],[2.69536275e+04 1.09914275e+00]
[289.0392384  926.31983239],[2.75060285e+04 1.10212413e+00]
[283.10375306 931.47900145],[2.83427176e+04 1.11038242e+00]
[277.06020725 936.8947936 ],[2.89722657e+04 1.11695302e+00]
[270.97511666 942.40706185],[2.97333027e+04 1.13084416e+00]
[264.23799007 947.95180348],[3.07946291e+04 1.13825356e+00]
[257.57845952 953.82775992],[3.15391171e+04 1.13591706e+00]
[249.32595604 960.48096111],[3.24885185e+04 1.14149224e+00]
[241.77447369 967.42761237],[3.33064417e+04 1.14235509e+00]
[234.17271659 973.50216372],[3.40602348e+04 1.14954355e+00]
[225.91384402 980.8674327 ],[3.56767553e+04 1.14500183e+00]
[218.06241916 987.08554248],[3.67599709e+04 1.14997262e+00]
[ 203.24606658 1000.01844295],[3.83783911e+04 1.16437591e+00]
[ 197.72058238 1004.80043698],[3.89803175e+04 1.16977927e+00]
[ 189.02518739 1010.97224086],[3.98145983e+04 1.17399137e+00]
[ 179.74293402 1018.33787373],[4.12778119e+04 1.17643268e+00]
[ 169.92229115 1026.8062169 ],[4.25943105e+04 1.18284906e+00]
[ 151.48415042 1041.23002803],[4.51111885e+04 1.18407451e+00]
[ 144.59555054 1046.55934408],[4.60644399e+04 1.18450409e+00]
[ 135.10758684 1053.87295353],[4.71058134e+04 1.17948220e+00]
[ 135.10758684 1053.87295353],[4.71058134e+04 1.17948220e+00]
[ 120.05418726 1069.43658372],[4.78167750e+04 1.15603969e+00]
[ 115.64591206 1075.1847296 ],[4.73356384e+04 1.13014020e+00]
[ 111.30597397 1083.29242243],[4.63730784e+04 1.06863898e+00]
[ 105.83736457 1091.66701243],[4.45122273e+04 1.00660411e+00]
[  99.93126765 1101.77278594],[4.24221736e+04 9.41607410e-01]
[  93.52846882 1112.54199146],[4.03167622e+04 8.67884621e-01]
[  87.2918906  1123.55147442],[3.85144729e+04 7.91377743e-01]
[  75.91247499 1141.11670461],[3.39742721e+04 6.78478567e-01]
[  72.23780672 1147.6114556 ],[3.24924099e+04 6.42402423e-01]
[  66.2584428  1155.95049635],[2.94148044e+04 5.97002949e-01]
[  53.73659471 1157.13078553],[2.04030732e+04 5.66115033e-01]
[  50.0823727  1156.38942165],[1.76533256e+04 5.68333494e-01]
[  43.6292464  1160.05362763],[1.44989083e+04 5.25146059e-01]
[  35.96599346 1165.8846089 ],[1.14088380e+04 4.53526532e-01]
[  27.11879697 1172.83712855],[8.05383241e+03 3.65256743e-01]
[191.5 683.5],[3.13500000e+03 1.03636364e+00]
[195.1 683.9],[3.47964000e+03 1.18450185e+00]
[195.7669787  683.97744067],[3.54179050e+03 1.21257866e+00]
[199.03498362 684.00300933],[3.89134447e+03 1.33477779e+00]
[200.81789525 684.00869046],[4.23449191e+03 1.45309298e+00]
[201.42067763 684.00894204],[4.35595750e+03 1.49480254e+00]
[205.24826354 684.00790697],[4.57230529e+03 1.56892471e+00]
[206.65889071 684.00672232],[4.64830328e+03 1.59486240e+00]
[209.42359846 683.32083083],[4.82383103e+03 1.57407708e+00]
[215.65705414 683.74310459],[4.88218207e+03 1.56485369e+00]
[217.99862649 683.90632549],[4.89658540e+03 1.55951385e+00]
[221.09952335 683.63535394],[4.99044366e+03 1.54916526e+00]
[224.16288263 683.53401736],[5.02038018e+03 1.54417364e+00]
[227.86538698 683.82780394],[4.85122194e+03 1.59664533e+00]
[232.46668006 683.60674909],[4.84023041e+03 1.59703787e+00]
[236.09356485 683.19323841],[4.77400619e+03 1.61554103e+00]
[239.3386353  683.03936317],[4.86307964e+03 1.58252210e+00]
[243.09216246 682.65504421],[4.83540771e+03 1.58844779e+00]
[247.03806448 682.51218397],[4.82215472e+03 1.59002051e+00]
[253.35834056 681.80047162],[4.77868148e+03 1.57797749e+00]
[255.63239112 681.53780417],[4.76010728e+03 1.57274537e+00]
[258.33966336 681.44618108],[4.94036059e+03 1.55685814e+00]
[261.54602149 681.74524291],[5.02754100e+03 1.52173041e+00]
[264.94227555 681.86593585],[5.09675523e+03 1.51973379e+00]
[268.73948536 681.91747765],[5.12118893e+03 1.51884814e+00]
[273.01840892 681.61281906],[5.1475781e+03 1.4902567e+00]
[275.82952559 681.50042872],[5.15526157e+03 1.47946045e+00]
[279.07187547 681.46171686],[5.19538732e+03 1.48660823e+00]
[282.80829335 681.45117073],[5.20885311e+03 1.48938362e+00]
[285.74410462 681.77986975],[5.19280385e+03 1.51850867e+00]
[288.70553774 681.90869741],[5.18472805e+03 1.52980309e+00]
[292.00632371 681.95884158],[5.14213830e+03 1.52267296e+00]
[295.76855162 681.64839817],[5.18311564e+03 1.50270391e+00]
[299.37419428 681.53258385],[5.15862550e+03 1.48402121e+00]
[304.24470987 681.81984578],[5.24532350e+03 1.47180352e+00]
[305.95082477 681.93036818],[5.27745145e+03 1.46731746e+00]
[309.1014477  682.30193429],[5.34650402e+03 1.44987286e+00]
[311.48482578 682.11531945],[5.31399875e+03 1.45914951e+00]
[314.2400125  682.04246901],[5.30021347e+03 1.46294668e+00]
[319.78137126 682.01464259],[5.29407473e+03 1.46450692e+00]
[321.75124525 682.00412686],[5.29097609e+03 1.46519150e+00]
[324.3468635  682.33016608],[5.34722154e+03 1.44960853e+00]
[328.83588181 682.4529177 ],[5.32754735e+03 1.43305142e+00]
[330.40225368 682.49835937],[5.31931258e+03 1.42693812e+00]
[332.52159786 682.51399247],[5.27520620e+03 1.41397708e+00]
[334.85273346 682.51831259],[5.21758187e+03 1.39841497e+00]
[337.26852207 682.51846365],[5.34947887e+03 1.37402930e+00]
[339.72209303 682.19046891],[5.49743583e+03 1.36169404e+00]
[341.86119242 682.06393662],[5.44026806e+03 1.38557516e+00]
[345.86195919 682.01532844],[5.44729778e+03 1.34564714e+00]
[347.25832854 681.99770175],[5.44835668e+03 1.33107729e+00]
[349.33259514 681.66382274],[5.35040921e+03 1.32919299e+00]
[352.99403657 681.8671136 ],[5.49585984e+03 1.34645113e+00]
[354.6039491  681.94522571],[5.50795433e+03 1.34272272e+00]
[356.09249398 681.97590266],[5.55415574e+03 1.35183286e+00]
[358.20717751 681.98811998],[5.52860440e+03 1.34518166e+00]
[360.89101402 682.3226163 ],[5.57479738e+03 1.32913841e+00]
[364.78357665 682.77726187],[5.49257901e+03 1.32654183e+00]
[366.15069696 682.94961819],[5.46075022e+03 1.32582369e+00]
[367.89021992 683.01178069],[5.25306282e+03 1.33253241e+00]
[371.10318075 683.3644682 ],[5.34147172e+03 1.29390055e+00]
[372.20766464 683.49218349],[5.37415007e+03 1.28023978e+00]
[373.85504797 684.19380133],[5.58397056e+03 1.27012855e+00]
[375.38318453 684.45554354],[5.51010093e+03 1.28172822e+00]
[377.19257984 684.87844079],[5.64695634e+03 1.24878391e+00]
[378.78310323 685.35766069],[5.59853400e+03 1.23923029e+00]
[380.62308756 685.20517823],[5.63379720e+03 1.22402493e+00]
[382.56025027 685.79449359],[5.64665454e+03 1.21864985e+00]
[384.20341252 686.01176501],[5.60577311e+03 1.20723613e+00]
[385.73535339 686.41401616],[5.68941616e+03 1.20143466e+00]
[386.89975186 686.55816984],[5.72067577e+03 1.19953187e+00]
[387.92593557 686.60348769],[5.84071355e+03 1.17676743e+00]
[389.56472086 686.93945236],[5.83146669e+03 1.17947421e+00]
[390.44579798 687.38794994],[5.83415267e+03 1.16062615e+00]
[392.6972034  688.86027655],[5.72667279e+03 1.17551287e+00]
[393.4784038  689.41327691],[5.68463164e+03 1.18176916e+00]
[395.0319693  689.27628008],[5.63019492e+03 1.15420188e+00]
[396.21391958 689.54080374],[5.75614187e+03 1.15231541e+00]
[397.59319964 690.28529967],[5.75671059e+03 1.14244045e+00]
[398.05064101 690.55620383],[5.75652633e+03 1.13897728e+00]
[399.15842245 690.31565907],[5.76180175e+03 1.11827474e+00]
[400.51424485 690.212311  ],[5.71555608e+03 1.10158606e+00]
[400.96610436 690.49007378],[5.74993944e+03 1.08576090e+00]
[401.74846338 691.24198794],[5.86645502e+03 1.06114374e+00]
[402.65703096 691.51904775],[6.01347150e+03 1.03439463e+00]
[403.28299925 692.58936238],[5.86592423e+03 1.04263569e+00]
[404.46755704 693.97996191],[5.70746363e+03 1.04695607e+00]
[405.86494307 695.48238021],[5.74829468e+03 1.04871362e+00]
[406.34499106 696.02759927],[5.76374292e+03 1.04964451e+00]
[406.81261194 696.54103359],[5.87044893e+03 1.04988229e+00]
[407.61035166 697.37143948],[5.81176920e+03 1.03258061e+00]
[407.61035166 697.37143948],[5.81176920e+03 1.03258061e+00]
[407.61035166 697.37143948],[5.81176920e+03 1.03258061e+00]
[408.20059904 699.63855641],[5.83888372e+03 1.03511923e+00]
[408.71792049 700.47528979],[6.00188346e+03 1.02710523e+00]
[408.87963003 700.76594721],[6.06353807e+03 1.02433160e+00]
[409.23642803 701.17439008],[5.98398032e+03 1.02364352e+00]
[409.66933584 701.62951411],[6.05510866e+03 1.02347184e+00]
[410.13537031 702.43433891],[6.13331647e+03 9.97987354e-01]
[410.61320145 703.69734966],[6.16261758e+03 1.00544985e+00]
[410.7683576  704.48278925],[6.32814387e+03 1.01685286e+00]
[411.13317028 705.73803392],[6.39064583e+03 1.00463651e+00]
[411.13317028 705.73803392],[6.39064583e+03 1.00463651e+00]
[411.13317028 705.73803392],[6.39064583e+03 1.00463651e+00]
[410.91746784 707.8254914 ],[6.41259883e+03 1.01670055e+00]
[410.81591836 708.59165591],[6.41874724e+03 1.02148820e+00]
[411.08740982 708.84662575],[6.47323669e+03 9.98483141e-01]
[411.17269272 710.22340658],[6.59883679e+03 1.00633757e+00]
[411.19174076 711.37320293],[6.64483118e+03 1.00936535e+00]
[412.17033256 712.43373186],[6.49709570e+03 9.54673502e-01]
[412.17033256 712.43373186],[6.49709570e+03 9.54673502e-01]
[412.17033256 712.43373186],[6.49709570e+03 9.54673502e-01]
[412.17033256 712.43373186],[6.49709570e+03 9.54673502e-01]
[411.18948906 713.45868609],[6.76866198e+03 9.82603881e-01]
[410.82806716 714.47029188],[6.86710428e+03 9.92751661e-01]
[410.67878053 715.80463024],[6.95724789e+03 9.88977939e-01]
[410.61432516 716.6050993 ],[7.04384211e+03 9.79998122e-01]
[411.24183098 718.5106825 ],[7.01605053e+03 9.53902080e-01]
[410.48101789 719.85686854],[7.05939335e+03 9.51877149e-01]
[410.52121071 720.65886699],[7.17679852e+03 9.22601391e-01]
[410.20204904 722.23145522],[7.27778929e+03 9.19433318e-01]
[411.06955423 723.44972395],[7.25523341e+03 9.11045653e-01]
[411.06955423 723.44972395],[7.25523341e+03 9.11045653e-01]
[409.74162755 724.20139935],[7.47599344e+03 9.23577855e-01]
[410.2262691  725.42926921],[7.55264139e+03 9.14479020e-01]
[409.42549085 728.79986915],[7.47497405e+03 9.38589969e-01]
[409.12250275 730.04773581],[7.44070491e+03 9.48331147e-01]
[409.33898222 731.78912864],[7.59572406e+03 9.45417784e-01]
[409.75231617 733.71293411],[7.59365399e+03 9.37098768e-01]
[409.75231617 733.71293411],[7.59365399e+03 9.37098768e-01]
[409.25285852 735.37919092],[7.76545172e+03 9.41744335e-01]
[408.08213854 737.6007476 ],[7.82501832e+03 9.29619269e-01]
[407.63713695 740.0317918 ],[7.77853231e+03 9.04344719e-01]
[407.47595842 740.90299668],[7.75768274e+03 8.94930278e-01]
[407.09193863 742.81352684],[8.10082837e+03 8.94029312e-01]
[406.95473864 743.48983171],[8.23007256e+03 8.93727738e-01]
[406.91106347 744.99565823],[8.27680051e+03 8.93758575e-01]
[405.91563693 745.84277449],[8.53920435e+03 9.08228078e-01]
[405.5465896  746.44007999],[8.45203703e+03 9.06408234e-01]
[404.42901046 748.58386241],[8.60470134e+03 9.26223680e-01]
[403.36455455 751.32060437],[8.65899944e+03 9.33785363e-01]
[402.97062958 753.29118423],[8.73577505e+03 9.30295473e-01]
[401.52501412 755.29505596],[9.00946802e+03 9.29867879e-01]
[400.33859655 759.27237228],[9.23176479e+03 9.17561298e-01]
[399.9047914 760.7335874],[9.31319159e+03 9.12949363e-01]
[399.434345 762.857425],[9.46707204e+03 9.11808587e-01]
[398.94886139 764.2557639 ],[9.58874788e+03 9.17817196e-01]
[398.13001344 767.01338604],[9.82722865e+03 9.27001854e-01]
[396.85877808 768.97979973],[1.00449997e+04 9.30906018e-01]
[395.74024588 770.64234531],[1.03147004e+04 9.15142968e-01]
[394.02777174 772.8416438 ],[1.06169539e+04 9.15920366e-01]
[392.42144033 775.24768088],[1.08636508e+04 9.16711076e-01]
[391.50854081 777.40599821],[1.10238573e+04 9.22995412e-01]
[388.90718134 781.42912544],[1.14165027e+04 9.09641933e-01]
[386.96409206 784.52121342],[1.18502183e+04 9.16768439e-01]
[386.25594602 785.63535889],[1.20112594e+04 9.19450915e-01]
[385.37507597 789.23999265],[1.20645718e+04 9.20494807e-01]
[385.07892368 790.53962203],[1.20763777e+04 9.20893291e-01]
[383.69598099 793.2437918 ],[1.22929835e+04 9.27177904e-01]
[381.24509357 797.14111185],[1.22877968e+04 9.13053002e-01]
[378.70223743 801.16337495],[1.27884037e+04 9.04224875e-01]
[376.47389376 803.91792727],[1.31317068e+04 9.11851710e-01]
[375.66784252 804.88119615],[1.32564810e+04 9.14786624e-01]
[374.10525871 807.11415245],[1.32957090e+04 9.15932608e-01]
[371.92083104 810.49752111],[1.36866530e+04 9.22653265e-01]
[366.24710547 815.62307515],[1.45468837e+04 9.73160614e-01]
[364.12471846 817.81682987],[1.49477517e+04 9.87058604e-01]
[362.39480308 820.51718687],[1.51741294e+04 9.76748422e-01]
[361.14752073 823.41221383],[1.52433194e+04 9.52292385e-01]
[357.4678734  829.64255137],[1.59093871e+04 9.44114890e-01]
[354.5047676  833.23587721],[1.62428568e+04 9.45960800e-01]
[353.43730643 834.50720987],[1.63599859e+04 9.46641656e-01]
[348.20794875 839.77789321],[1.67329773e+04 9.57012028e-01]
[346.2796515  841.68459069],[1.68653753e+04 9.60937626e-01]
[343.34108513 845.24178474],[1.72426072e+04 9.53174770e-01]
[340.33944757 847.79874665],[1.75588251e+04 9.78976881e-01]
[336.67012034 852.59296421],[1.81907905e+04 9.98585058e-01]
[332.42401924 856.92489854],[1.85121636e+04 1.01079446e+00]
[328.92263701 860.75217876],[1.90726362e+04 1.01027006e+00]
[324.09695507 865.03410414],[1.94581691e+04 1.00989478e+00]
[318.75933986 870.14438178],[2.03312102e+04 1.00015674e+00]
[314.21357199 874.90630757],[2.11256136e+04 9.92077907e-01]
[309.65159342 880.50867993],[2.18981511e+04 9.93432424e-01]
[304.76568848 885.46122499],[2.24737013e+04 9.98226751e-01]
[299.1076501  889.50565278],[2.31706405e+04 9.95734651e-01]
[293.48072994 894.17011776],[2.43257293e+04 9.98986526e-01]
[287.88099982 900.3659272 ],[2.44546337e+04 1.00432728e+00]
[281.95606218 905.86840702],[2.48845946e+04 1.02304733e+00]
[271.38905941 914.68334777],[2.59581055e+04 1.04207464e+00]
[267.45164128 917.89101182],[2.63564850e+04 1.04927025e+00]
[261.89223856 923.18787662],[2.71271948e+04 1.05117038e+00]
[255.37513148 928.63661903],[2.79485812e+04 1.04713120e+00]
[248.16409052 934.79237676],[2.84518698e+04 1.06154031e+00]
[235.83181847 945.1494057 ],[2.98429293e+04 1.06943256e+00]
[231.24492542 948.93417239],[3.03635496e+04 1.07236298e+00]
[224.17378272 954.7496066 ],[3.13435983e+04 1.06835395e+00]
[215.4857041  961.35040146],[3.25175008e+04 1.06200790e+00]
[207.79894529 966.95261436],[3.29332096e+04 1.07479114e+00]
[192.06842379 980.32956261],[3.48773635e+04 1.06615833e+00]
[186.21900362 985.25780006],[3.56096970e+04 1.06301137e+00]
[171.56151091 996.67193887],[3.72145532e+04 1.07131106e+00]
[ 159.69193234 1005.72105666],[3.89569706e+04 1.06968136e+00]
[ 155.35086899 1008.9946119 ],[3.96074277e+04 1.06904166e+00]
[ 146.83979299 1014.8725011 ],[4.02046538e+04 1.07184963e+00]
[ 136.36446266 1023.08357357],[4.11657461e+04 1.08598627e+00]
[ 125.46899433 1031.87050321],[4.25689004e+04 1.09009205e+00]
[ 125.46899433 1031.87050321],[4.25689004e+04 1.09009205e+00]
[ 113.44313141 1039.88888948],[4.36077371e+04 1.09779449e+00]
[ 106.62647937 1048.91467196],[4.30409159e+04 1.05659518e+00]
[ 100.98819508 1057.34208449],[4.06820747e+04 1.00276258e+00]
[  91.34757905 1073.7227903 ],[3.78294663e+04 8.82315403e-01]
[  87.96449302 1079.72077766],[3.67945359e+04 8.41184902e-01]
[  78.40629589 1094.74637636],[3.33170529e+04 7.38066148e-01]
[  70.97849331 1108.36562875],[3.07918518e+04 6.54451904e-01]
[  68.7305566  1113.31419198],[3.00406166e+04 6.29000326e-01]
[  63.24251293 1122.03748505],[2.78736603e+04 5.73963434e-01]
[  56.99323934 1127.68088056],[2.45951825e+04 5.28270823e-01]
[  49.75543433 1122.8607074 ],[1.85267865e+04 5.34491665e-01]
[  42.55508267 1120.56640319],[1.39555037e+04 5.19059747e-01]
[  35.0127553  1127.21348834],[1.07555004e+04 4.55912971e-01]
[  26.58283297 1135.18902397],[7.80392208e+03 3.62200956e-01]
[  11.60446994 1161.84431173],[2.98337394e+03 1.80552254e-01]
[   9.92937304 1171.11480955],[2.41868464e+03 1.63051350e-01]
[171.5 685. ],[4.25e+03 1.70e+00]
[173.1 683.8],[4.84920000e+03 1.66296296e+00]
[178.70243878 683.95031627],[4.60293100e+03 1.67019887e+00]
[183.00086599 683.61356871],[4.83273368e+03 1.73724004e+00]
[193.00710289 683.50684433],[4.21285717e+03 1.50807184e+00]
[193.00710289 683.50684433],[4.21285717e+03 1.50807184e+00]
[199.96717123 683.11522934],[4.01663212e+03 1.47495831e+00]
[199.96717123 683.11522934],[4.01663212e+03 1.47495831e+00]
[202.59728665 682.63103624],[4.32527966e+03 1.55893836e+00]
[202.59728665 682.63103624],[4.32527966e+03 1.55893836e+00]
[205.45360615 682.81493545],[4.37116222e+03 1.60641423e+00]
[208.9800023  682.89314917],[4.53297479e+03 1.67729304e+00]
[212.12060734 683.26828255],[4.72404808e+03 1.70670677e+00]
[215.78011196 683.40929684],[4.99034302e+03 1.69939228e+00]
[220.62868199 683.46295174],[5.25118317e+03 1.66845469e+00]
[228.22935204 682.8285722 ],[5.34964861e+03 1.65704051e+00]
[231.2995676  682.91263443],[5.40833584e+03 1.62237722e+00]
[234.26003147 682.62026069],[5.44168710e+03 1.65061961e+00]
[238.83893951 682.1811331 ],[5.47532153e+03 1.63140115e+00]
[246.01349745 682.34670767],[5.46083931e+03 1.65408597e+00]
[248.57296376 682.41540163],[5.45219822e+03 1.66293677e+00]
[252.33085974 682.4448332 ],[5.48419116e+03 1.67773771e+00]
[256.88195615 681.7987251 ],[5.41924103e+03 1.66029473e+00]
[260.41733178 681.88746381],[5.53101471e+03 1.65741133e+00]
[264.88970147 681.59658591],[5.71218478e+03 1.66013256e+00]
[269.71432625 681.16237951],[5.76606998e+03 1.62091815e+00]
[273.68934021 680.67445297],[5.88653848e+03 1.59969490e+00]
[277.9970917  680.49335024],[6.01621685e+03 1.54795970e+00]
[282.43198779 680.75450468],[5.83527215e+03 1.56694660e+00]
[282.43198779 680.75450468],[5.83527215e+03 1.56694660e+00]
