[190.  682.5],[3.1920000e+03 9.8245614e-01]
[418.48695651 748.27214238],[1.06313287e+04 8.61982649e-01]
[418.8620822  748.51029107],[1.05150462e+04 8.72978257e-01]
[418.99765321 748.58967809],[1.04713959e+04 8.77345878e-01]
[419.0435675 748.6100409],[1.04561633e+04 8.79074311e-01]
[419.05584782 748.93999613],[1.05150913e+04 8.74469774e-01]
[418.72486412 748.72616083],[1.05472569e+04 8.84138399e-01]
[418.596936  747.9742333],[1.06878876e+04 8.77200008e-01]
[418.54631944 747.68708073],[1.07412551e+04 8.74662515e-01]
[418.52574215 747.90491745],[1.08252561e+04 8.68584134e-01]
[418.18662298 748.31494756],[1.07193550e+04 8.65539944e-01]
[418.05766748 748.4685622 ],[1.06787301e+04 8.64460638e-01]
[418.00992793 748.52300612],[1.06633559e+04 8.64126116e-01]
[418.32392326 748.53984044],[1.07311119e+04 8.70025052e-01]
[418.77258545 748.54267341],[1.06833197e+04 8.66355775e-01]
[418.94217105 748.5405387 ],[1.06650394e+04 8.64995609e-01]
[418.34210208 748.53686869],[1.06581974e+04 8.64525919e-01]
[418.44480242 748.20264424],[1.06452449e+04 8.53356983e-01]
[418.15212305 748.07482783],[1.07144717e+04 8.55150438e-01]
[418.37297059 748.02582677],[1.06665770e+04 8.49987395e-01]
[418.45744673 748.33716947],[1.07332709e+04 8.65026177e-01]
[418.81824013 748.45503861],[1.06842737e+04 8.64858075e-01]
[418.95490542 748.49819227],[1.06655633e+04 8.64792798e-01]
[418.67402062 748.51294433],[1.07319143e+04 8.70729496e-01]
[418.56652292 748.51700103],[1.07568880e+04 8.72966651e-01]
[418.52505513 748.5171356 ],[1.07661317e+04 8.73794716e-01]
[418.50912584 748.51593069],[1.07693398e+04 8.74082135e-01]
[418.50304952 748.51435996],[1.07702611e+04 8.74164746e-01]
[418.50076404 748.51278017],[1.07703383e+04 8.74171757e-01]
[418.49993236 748.51131282],[1.07701228e+04 8.74152558e-01]
[418.49965483 748.50999078],[1.07698233e+04 8.74125830e-01]
[418.49958566 748.50881452],[1.07695168e+04 8.74098469e-01]
[418.49959226 748.17734492],[1.08333471e+04 8.68899675e-01]
[418.49962414 748.05225268],[1.08571860e+04 8.66948002e-01]
[418.49966228 748.00584869],[1.08658002e+04 8.66221646e-01]
[418.49969978 748.31960655],[1.08045760e+04 8.71095279e-01]
[418.49973435 748.43961088],[1.07809836e+04 8.72970690e-01]
[418.49976541 748.48458853],[1.07719881e+04 8.73672457e-01]
[418.49979301 747.83967259],[1.07685791e+04 8.73924993e-01]
[418.49981745 747.59640382],[1.07673090e+04 8.74006874e-01]
[418.49983902 747.83746775],[1.07027253e+04 8.79262096e-01]
[418.49985806 747.93136681],[1.06784097e+04 8.81247624e-01]
[418.49987485 747.63694866],[1.07338264e+04 8.76683326e-01]
[418.49988966 747.52754777],[1.07549218e+04 8.74950903e-01]
[418.49990271 747.48837042],[1.07629747e+04 8.74284957e-01]
[418.49991422 747.47592431],[1.07660031e+04 8.74029056e-01]
[418.83032227 747.47345507],[1.06937573e+04 8.67977661e-01]
[418.62367887 747.47454796],[1.07399957e+04 8.71663727e-01]
[418.5451729  747.80712095],[1.08215475e+04 8.67898505e-01]
[418.18498349 747.60410068],[1.07149262e+04 8.65699795e-01]
[418.3801341  747.85779293],[1.08119559e+04 8.65702153e-01]
[418.45451975 747.95385662],[1.08485844e+04 8.65723728e-01]
[418.48311555 747.98990308],[1.08621773e+04 8.65755811e-01]
[418.49405843 748.00289273],[1.08669311e+04 8.65789478e-01]
[418.49820538 747.67700585],[1.0804292e+04 8.7095334e-01]
[418.49974325 747.88416756],[1.08444579e+04 8.67769371e-01]
[418.50028378 747.96244854],[1.08594339e+04 8.66576876e-01]
[418.50044656 747.99179036],[1.08648566e+04 8.66135535e-01]
[418.50046931 747.67218135],[1.08025779e+04 8.71116253e-01]
[418.5004429  747.21987877],[1.08430131e+04 8.67854709e-01]
[418.83077515 747.38130629],[1.08478195e+04 8.55680945e-01]
[418.29280078 747.77391531],[1.07858633e+04 8.56136273e-01]
[418.08988409 747.59425266],[1.06989162e+04 8.61454835e-01]
[418.01472479 747.85756829],[1.07298716e+04 8.58412965e-01]
[417.98821514 747.62642552],[1.06785226e+04 8.62388096e-01]
[417.98010321 747.53852973],[1.06594116e+04 8.63930331e-01]
[417.97881165 747.50600193],[1.06527021e+04 8.64521287e-01]
[417.64930425 747.49455558],[1.07240563e+04 8.70704762e-01]
[417.85655585 747.49107749],[1.06781255e+04 8.67085010e-01]
[417.60719651 747.8211883 ],[1.07982055e+04 8.66484501e-01]
[418.17463486 747.28625282],[1.08437218e+04 8.66250472e-01]
[417.73159072 747.41325347],[1.07967071e+04 8.71292431e-01]
[418.22420596 747.79378324],[1.08426940e+04 8.68039892e-01]
[418.41158524 747.60723053],[1.09238037e+04 8.61724833e-01]
[418.481637   747.86542975],[1.08901534e+04 8.64403174e-01]
[418.50675525 747.9634792 ],[1.08767199e+04 8.65446192e-01]
[418.51479226 748.32974118],[1.08071400e+04 8.70981508e-01]
[418.18615977 748.79761741],[1.07709844e+04 8.62007482e-01]
[418.39199503 748.97027114],[1.0831208e+04 8.6454336e-01]
[418.13907855 749.03107686],[1.07800045e+04 8.59607483e-01]
[418.04276287 748.71918226],[1.08445028e+04 8.74730756e-01]
[418.00716729 748.59690815],[1.08680651e+04 8.80470017e-01]
[417.66507924 749.2104182 ],[1.09325631e+04 8.66339633e-01]
[417.86687009 749.43852058],[1.10303564e+04 8.66910684e-01]
[417.9445558 749.5208428],[1.10668506e+04 8.67116025e-01]
[417.97503416 749.54734973],[1.10798108e+04 8.67195833e-01]
[417.65728793 749.88282893],[1.10932752e+04 8.78189282e-01]
[417.53807318 750.33612001],[1.11626394e+04 8.77199725e-01]
[417.49462661 750.50142887],[1.11879896e+04 8.76794962e-01]
[417.48021392 750.55753556],[1.11965520e+04 8.76608086e-01]
[417.47673702 751.23259149],[1.11987731e+04 8.76508596e-01]
[417.14731495 751.48132158],[1.12732623e+04 8.82283253e-01]
[417.02479447 751.56714286],[1.13005045e+04 8.84438521e-01]
[416.98118614 751.92164852],[1.13758500e+04 8.80068927e-01]
[416.96769238 752.04789707],[1.14031920e+04 8.78391526e-01]
[416.6356385 752.4170997],[1.14026321e+04 8.66936875e-01]
[416.84360721 752.5489715 ],[1.14768998e+04 8.68383245e-01]
[416.59509308 753.24919562],[1.14279340e+04 8.63217342e-01]
[416.50360346 753.5059598 ],[1.15387533e+04 8.51529205e-01]
[416.14165621 753.59376376],[1.16568332e+04 8.52891142e-01]
[416.33852225 754.27449768],[1.17774656e+04 8.59096450e-01]
[416.41692872 754.85256913],[1.18879011e+04 8.56687412e-01]
[416.44979325 755.71797685],[1.17950757e+04 8.65454847e-01]
[416.46464398 756.033972  ],[1.17572589e+04 8.68887594e-01]
[416.1424871  756.46915912],[1.17508530e+04 8.80875393e-01]
[415.36465795 757.28076689],[1.18820133e+04 8.75363940e-01]
[415.07262696 757.57162434],[1.19302102e+04 8.73279664e-01]
[414.63825668 758.98401726],[1.18698052e+04 8.66831436e-01]
[414.48046366 759.50244862],[1.18452673e+04 8.64372814e-01]
[414.09785436 759.67857005],[1.17575222e+04 8.57812776e-01]
[413.96125034 760.71563608],[1.17896244e+04 8.50561911e-01]
[413.5867974  760.75964803],[1.21028400e+04 8.59936031e-01]
[413.45313902 761.74337939],[1.21529334e+04 8.68229201e-01]
[413.08205595 763.08756039],[1.21793811e+04 8.81915714e-01]
[412.62065458 763.57384076],[1.22643164e+04 8.92739569e-01]
[411.79767618 765.05590288],[1.24337772e+04 8.86772100e-01]
[411.8224819  765.26197717],[1.24865379e+04 8.74110998e-01]
[411.18489369 765.97165489],[1.25036579e+04 8.69292281e-01]
[410.29505417 767.53265587],[1.26662885e+04 8.78456758e-01]
[409.97099283 768.09917863],[1.27254691e+04 8.81911917e-01]
[409.53337354 768.94429709],[1.26663719e+04 8.77725150e-01]
[409.05202084 769.89557009],[1.28601738e+04 8.72005836e-01]
[409.213297   769.90030156],[1.29417033e+04 8.80006565e-01]
[408.9594315  771.18943288],[1.30493661e+04 8.88483706e-01]
[407.89038478 773.29957908],[1.30788420e+04 8.81464639e-01]
[407.49576293 774.06825275],[1.30867524e+04 8.78756848e-01]
[407.03196054 774.65496478],[1.30965657e+04 8.87904401e-01]
[406.21321061 776.16360585],[1.30975695e+04 8.91385219e-01]
[405.58890924 777.03005234],[1.35533178e+04 8.94333859e-01]
[405.36778423 778.31049229],[1.37976595e+04 8.90680620e-01]
[404.64562007 778.76428395],[1.4051602e+04 8.9975469e-01]
[403.0786037  781.20050538],[1.45477237e+04 9.19232316e-01]
[402.49672518 781.76351443],[1.48101542e+04 9.21750495e-01]
[401.96847532 782.26718915],[1.47456001e+04 9.22248515e-01]
[401.78884697 784.06515056],[1.46370241e+04 9.27128991e-01]
[400.42886926 784.70853539],[1.52211476e+04 9.10575195e-01]
[399.60492645 785.90035715],[1.52911857e+04 9.23399787e-01]
[398.33162038 787.63244656],[1.55517470e+04 9.23980429e-01]
[398.19585877 789.56397026],[1.57304110e+04 9.29166609e-01]
[397.84244016 791.57179312],[1.60375590e+04 9.26744985e-01]
[396.74963476 792.61937476],[1.63155553e+04 9.26129448e-01]
[395.70063688 794.93775081],[1.65893109e+04 9.35661277e-01]
[393.69157249 796.75951945],[1.68562412e+04 9.39514960e-01]
[392.94761391 797.40257679],[1.69509002e+04 9.40910010e-01]
[392.36714057 798.90826053],[1.67255743e+04 9.45728165e-01]
[391.84946768 800.7475678 ],[1.68855541e+04 9.43056190e-01]
[391.02514911 802.05094598],[1.69403620e+04 9.41972856e-01]
[389.42620369 803.80920072],[1.72995807e+04 9.42040889e-01]
[388.19232483 805.7385914 ],[1.72629836e+04 9.51191353e-01]
[387.4262555  808.06534934],[1.75924505e+04 9.64589616e-01]
[386.18515417 809.54778594],[1.79741932e+04 9.65015115e-01]
[384.76198871 811.3668841 ],[1.82037167e+04 9.69870185e-01]
[382.9435793  813.97208294],[1.84637972e+04 9.81153079e-01]
[380.97789986 816.21717691],[1.89148328e+04 9.85416723e-01]
[379.61086294 817.66366002],[1.92619159e+04 9.96311781e-01]
[377.49846045 819.46202239],[1.96613446e+04 9.95632502e-01]
[376.07768901 821.39504358],[1.99897531e+04 1.00450486e+00]
[374.60027282 824.03628615],[2.0386064e+04 1.0030564e+00]
[370.81781704 828.25305383],[2.09017301e+04 1.02062514e+00]
[369.41536013 830.12040377],[2.11860456e+04 1.02253185e+00]
[367.30342054 832.06654472],[2.13823540e+04 1.00939167e+00]
[365.89743793 834.04360202],[2.16359206e+04 1.01322224e+00]
[363.45586827 836.36055839],[2.22036239e+04 1.02785226e+00]
[361.60014388 839.46294581],[2.26131133e+04 1.01533208e+00]
[358.98865777 842.53184366],[2.27531669e+04 1.02816417e+00]
[356.4182966  845.59219756],[2.32883833e+04 1.03707067e+00]
[353.54205834 848.63936837],[2.38849205e+04 1.03995066e+00]
[349.24697487 853.31533347],[2.46042520e+04 1.05353526e+00]
[345.71742812 857.30334663],[2.53889965e+04 1.05357341e+00]
[344.75796946 858.73223858],[2.55767856e+04 1.04934150e+00]
[341.54109392 862.11820588],[2.60458536e+04 1.05567078e+00]
[336.47771068 867.89648068],[2.74954193e+04 1.05645242e+00]
[334.61170122 870.00774196],[2.80437489e+04 1.05671824e+00]
[329.10965588 875.26984972],[2.85546575e+04 1.06865469e+00]
[327.08132374 877.5050667 ],[2.88461459e+04 1.06889657e+00]
[324.12293958 879.87947397],[2.96083298e+04 1.06800552e+00]
[320.80435418 882.96471019],[2.96414484e+04 1.08416509e+00]
[317.02080428 885.99673492],[3.05403247e+04 1.08885653e+00]
[312.73995276 889.33493504],[3.18030543e+04 1.08113653e+00]
[305.67102111 895.06375588],[3.35758010e+04 1.07278523e+00]
[303.05074819 896.8459691 ],[3.43722123e+04 1.06576993e+00]
[298.58946095 900.65751885],[3.47543578e+04 1.08160305e+00]
[293.7407731  903.96459095],[3.55942769e+04 1.09430218e+00]
[288.74864461 908.0530289 ],[3.67800445e+04 1.08665217e+00]
[279.8039132  917.30891142],[3.79077718e+04 1.11963382e+00]
[276.48406092 920.42788471],[3.8447232e+04 1.1283569e+00]
[271.46222132 924.74901414],[3.91396014e+04 1.13057614e+00]
[266.42418529 930.18429274],[3.98971745e+04 1.13032304e+00]
[255.85484228 938.65633861],[4.18354730e+04 1.14526691e+00]
[251.93647566 941.75517471],[4.25613057e+04 1.15079431e+00]
[242.49033767 950.28896771],[4.41685322e+04 1.15010702e+00]
[234.47848311 956.65500147],[4.58276775e+04 1.16179825e+00]
[231.55629324 958.93303707],[4.64394071e+04 1.16615455e+00]
[225.43943782 963.5399799 ],[4.74618822e+04 1.17300120e+00]
[213.85643977 973.29872157],[4.95250549e+04 1.17892448e+00]
[209.89252151 976.87104013],[5.04257800e+04 1.18421014e+00]
[203.0622487 981.3126385],[5.14564302e+04 1.18801693e+00]
[194.78701681 987.07703369],[5.28467904e+04 1.19061232e+00]
[186.9341929  993.02221041],[5.50300258e+04 1.18491345e+00]
[ 172.44789483 1004.22336249],[5.73054912e+04 1.19939501e+00]
[ 167.06074275 1008.3652688 ],[5.81487242e+04 1.20482496e+00]
[ 159.39598168 1014.63651546],[5.91673509e+04 1.21498061e+00]
[ 144.67508961 1025.98186921],[6.18805031e+04 1.22349411e+00]
[ 139.23104496 1030.12506092],[6.28913586e+04 1.22663571e+00]
[ 135.76081321 1037.35650358],[6.23266062e+04 1.18286552e+00]
[ 131.32922756 1044.15206261],[6.10979999e+04 1.12916076e+00]
[ 127.44380066 1050.45238721],[5.95697210e+04 1.09061597e+00]
[ 122.77964894 1057.86614003],[5.84327979e+04 1.03194389e+00]
[ 118.49192236 1066.67408958],[5.69128791e+04 9.86794966e-01]
[ 114.35495181 1075.04760975],[5.53964979e+04 9.44251387e-01]
[ 109.9391497  1083.56761819],[5.38418365e+04 8.97934946e-01]
[ 104.05889257 1093.76523081],[5.19704273e+04 8.33416517e-01]
[  99.01354223 1103.61380515],[5.04452895e+04 7.77371417e-01]
[  93.94716493 1112.67459757],[4.83323392e+04 7.30448387e-01]
[  88.8784984  1121.10264592],[4.58765403e+04 6.88751804e-01]
[  82.76643579 1127.32062041],[4.21096836e+04 6.50708560e-01]
[  76.9898214  1121.47836474],[3.50819174e+04 6.75839069e-01]
[  70.99357527 1122.40728386],[3.01785641e+04 6.68035459e-01]
[  64.56930366 1124.90105533],[2.54268561e+04 6.55872667e-01]
[  58.73326924 1127.93709705],[2.19196999e+04 6.29497105e-01]
[  52.01033614 1132.94509788],[1.83346621e+04 5.90155424e-01]
[  39.76277903 1141.80356605],[1.28035758e+04 4.93949073e-01]
[  36.60654274 1144.59177363],[1.14241084e+04 4.69196867e-01]
[  25.12550254 1160.41976729],[7.80568985e+03 3.23502927e-01]
[  22.75581361 1165.68226059],[7.06919130e+03 2.93004974e-01]
[  16.15795356 1171.39033665],[4.80587704e+03 2.17300161e-01]
[199.5 685. ],[3.94200000e+03 1.35185185e+00]
[199.5 685. ],[3.94200000e+03 1.35185185e+00]
[199.5 685. ],[3.94200000e+03 1.35185185e+00]
[199.5 685. ],[3.94200000e+03 1.35185185e+00]
[201.1 685.4],[4.05384000e+03 1.43233083e+00]
[202.54417225 685.47744744],[4.40074621e+03 1.47650742e+00]
[205.29917286 683.19550664],[4.86295976e+03 1.43893088e+00]
[207.64953831 684.25886071],[4.86611882e+03 1.57186203e+00]
[212.23156037 683.62218594],[5.02130485e+03 1.64077974e+00]
[213.8393271  683.06906947],[5.13476505e+03 1.64332270e+00]
[217.35565043 684.26791206],[5.20477164e+03 1.65448583e+00]
[221.58564563 684.72429767],[5.18565310e+03 1.64538142e+00]
[226.08169265 684.89816084],[5.00976102e+03 1.66875004e+00]
[229.99555553 685.98361092],[4.91242414e+03 1.71025660e+00]
[235.99368558 684.34587364],[4.99784352e+03 1.68200235e+00]
[238.14096328 683.74887111],[5.02603120e+03 1.67089119e+00]
[241.46346689 683.52849695],[5.03384621e+03 1.66589302e+00]
[245.23676217 683.78452876],[5.09503238e+03 1.64348440e+00]
[248.51911427 683.88630556],[5.11564181e+03 1.63466437e+00]
[254.58663198 684.2598698 ],[5.21897249e+03 1.62360845e+00]
[256.75672798 684.40388178],[5.25620516e+03 1.61923449e+00]
[259.74630662 684.46030695],[5.30563806e+03 1.62890285e+00]
[263.38309385 684.48248251],[5.32224062e+03 1.63240555e+00]
[266.60950422 684.4913155 ],[5.32635265e+03 1.63353812e+00]
[269.67875249 684.1652317 ],[5.38741389e+03 1.61512383e+00]
[275.65472809 684.37096232],[5.30963964e+03 1.61502852e+00]
[277.78453333 684.45131694],[5.27816053e+03 1.61495970e+00]
[280.10223156 684.48209349],[5.22729484e+03 1.60329354e+00]
[283.81916051 684.49383262],[5.24487678e+03 1.61042158e+00]
[288.7256211  684.82852597],[5.27343528e+03 1.58319632e+00]
[290.44395048 684.95422431],[5.28318423e+03 1.57304515e+00]
[293.27250188 685.00055705],[5.32457798e+03 1.58071478e+00]
[297.84485426 685.01632223],[5.30114851e+03 1.57233482e+00]
[299.44281517 685.02051277],[5.29143280e+03 1.56922228e+00]
[301.89957903 685.02045768],[5.28716964e+03 1.56814870e+00]
[305.01718374 684.68907212],[5.38395639e+03 1.56149117e+00]
[307.39676167 684.56325107],[5.34241063e+03 1.53673224e+00]
[310.48636186 684.51556376],[5.28648672e+03 1.51623359e+00]
[315.17985147 684.82741074],[5.36342903e+03 1.50325438e+00]
[318.47611025 684.94573525],[5.43196649e+03 1.50966938e+00]
[319.59955215 684.99025809],[5.45736595e+03 1.51230040e+00]
[321.21977385 685.0061911 ],[5.46624024e+03 1.51350877e+00]
[322.70769791 685.01118799],[5.42913483e+03 1.50315861e+00]
[326.79773274 685.34155869],[5.31564656e+03 1.50488023e+00]
[328.22659561 685.4658155 ],[5.27257232e+03 1.50580087e+00]
[329.9818259  685.51027711],[5.17817244e+03 1.48385780e+00]
[332.85972689 685.8553281 ],[5.24042908e+03 1.47055274e+00]
[333.83800505 685.98260354],[5.26428963e+03 1.46581556e+00]
[335.43137844 685.69784131],[5.33148611e+03 1.44836519e+00]
[338.91812183 686.24361509],[5.31664777e+03 1.43124273e+00]
[340.79946696 686.44934487],[5.42535175e+03 1.39504373e+00]
[341.41074441 686.52370218],[5.46629842e+03 1.38209105e+00]
[343.2072132  686.54765172],[5.43973178e+03 1.36708587e+00]
[344.45799594 686.22446864],[5.37282030e+03 1.37616297e+00]
[346.5044686  686.09689375],[5.41813727e+03 1.34107049e+00]
[348.1870841  686.37459406],[5.33707188e+03 1.33176433e+00]
[351.06598576 687.46701861],[5.20942473e+03 1.33214729e+00]
[352.05807489 687.87871034],[5.16193628e+03 1.33288611e+00]
[353.01452666 687.69602237],[5.39459306e+03 1.31307372e+00]
[354.6281808  688.27572355],[5.28862033e+03 1.31228113e+00]
[355.49013636 688.82286067],[5.45552166e+03 1.28288774e+00]
[357.40353658 689.34806929],[5.42059261e+03 1.27514322e+00]
[358.05427253 689.54059516],[5.40679606e+03 1.27268622e+00]
[359.22783948 689.60357688],[5.37806841e+03 1.21705499e+00]
[359.92973506 688.96650456],[5.51633349e+03 1.18389272e+00]
[360.8017916  689.04052671],[5.51668030e+03 1.18328818e+00]
[361.73653702 689.39023411],[5.56895025e+03 1.17244501e+00]
[362.3651768 689.5183766],[5.54259536e+03 1.15926205e+00]
[363.54419538 689.56128098],[5.48614318e+03 1.14520647e+00]
[364.60035306 689.89979724],[5.51651040e+03 1.12975137e+00]
[364.94646597 690.02313931],[5.52803937e+03 1.12446238e+00]
[365.69407234 690.06392587],[5.53222248e+03 1.12296118e+00]
[366.92662882 691.05870491],[5.53830007e+03 1.10307974e+00]
[367.34491232 691.4302468 ],[5.54046751e+03 1.09608143e+00]
[368.45670263 691.89113284],[5.63997880e+03 1.09315021e+00]
[369.49746645 692.7121866 ],[5.68350688e+03 1.05486479e+00]
[369.51239607 693.99266248],[5.69949709e+03 1.02310217e+00]
[369.14315051 695.12438165],[5.65569586e+03 1.03869410e+00]
[369.97162388 695.87209958],[5.44174609e+03 1.02745734e+00]
[370.58267465 696.13540595],[5.41013998e+03 1.03290107e+00]
[370.78154456 696.54563079],[5.44803552e+03 1.02597462e+00]
[370.82735262 697.34096044],[5.4629055e+03 1.0237495e+00]
[370.81829107 697.9534334 ],[5.41962297e+03 1.03256327e+00]
[371.45489695 697.83372793],[5.55182565e+03 1.00857141e+00]
[372.00428706 698.10188952],[5.50353358e+03 1.00001740e+00]
[372.1880523  699.17228366],[5.43647852e+03 1.00607472e+00]
[372.56811932 699.89151012],[5.31409849e+03 1.00879873e+00]
[372.68970601 699.81049278],[5.31717198e+03 1.00095402e+00]
[372.71663917 700.42300654],[5.31906030e+03 9.98263148e-01]
[373.70556568 700.63678829],[5.36893531e+03 1.00657234e+00]
[374.06075318 700.69935203],[5.38806865e+03 1.00986939e+00]
[374.17666369 701.36648456],[5.39559888e+03 1.01127101e+00]
[375.19451538 702.26322291],[5.44710934e+03 9.85057948e-01]
[374.89789501 702.25815723],[5.41822248e+03 9.84169669e-01]
[374.76920904 702.23568172],[5.40716984e+03 9.84065602e-01]
[375.03741692 702.87069731],[5.45213277e+03 9.93148107e-01]
[375.12621772 703.09598875],[5.46897493e+03 9.96702927e-01]
[375.80708499 703.82566626],[5.37746526e+03 9.80331295e-01]
[376.38431593 704.41634883],[5.43993289e+03 9.74495620e-01]
[376.58707221 704.95290096],[5.51155881e+03 9.63971262e-01]
[376.64936323 705.1404959 ],[5.53867295e+03 9.60184735e-01]
[377.32086482 705.52314587],[5.69807824e+03 9.67942712e-01]
[377.56227591 705.98122943],[5.70906304e+03 9.79248185e-01]
[377.64031892 706.79801013],[5.71199665e+03 9.83719925e-01]
[377.65674134 707.09050993],[5.71214720e+03 9.85472644e-01]
[377.98053888 707.18358608],[5.76147773e+03 9.94827043e-01]
[378.09287182 707.53194493],[5.63006407e+03 9.89695945e-01]
